"Global Code","Global Name","Region Code","Region Name","Sub-region Code","Sub-region Name","Intermediate Region Code","Intermediate Region Name","Country or Area","M49 Code","ISO-alpha3 Code","Least Developed Countries (LDC)","Land Locked Developing Countries (LLDC)","Small Island Developing States (SIDS)","Developed / Developing Countries"
"001","Mundo","150","Europa","151","Europa oriental","","","Federación de Rusia","643","RUS","","","","Developed"
"001","Mundo","150","Europa","151","Europa oriental","","","Hungría","348","HUN","","","","Developed"
"001","Mundo","150","Europa","151","Europa oriental","","","Polonia","616","POL","","","","Developed"
"001","Mundo","150","Europa","151","Europa oriental","","","República de Moldova","498","MDA","","x","","Developed"
"001","Mundo","150","Europa","151","Europa oriental","","","Rumania","642","ROU","","","","Developed"
"001","Mundo","150","Europa","151","Europa oriental","","","Ucrania","804","UKR","","","","Developed"
"001","Mundo","150","Europa","154","Europa septentrional","","","Dinamarca","208","DNK","","","","Developed"
"001","Mundo","150","Europa","154","Europa septentrional","","","Estonia","233","EST","","","","Developed"
"001","Mundo","150","Europa","154","Europa septentrional","","","Finlandia","246","FIN","","","","Developed"
"001","Mundo","150","Europa","154","Europa septentrional","","","Irlanda","372","IRL","","","","Developed"
"001","Mundo","150","Europa","154","Europa septentrional","","","Isla de Man","833","IMN","","","","Developed"
"001","Mundo","150","Europa","154","Europa septentrional","","","Islandia","352","ISL","","","","Developed"
"001","Mundo","150","Europa","154","Europa septentrional","","","Islas Åland","248","ALA","","","","Developed"
"001","Mundo","150","Europa","154","Europa septentrional","","","Guernsey","831","GGY","","","","Developed"
"001","Mundo","150","Europa","154","Europa septentrional","","","Jersey","832","JEY","","","","Developed"
"001","Mundo","150","Europa","154","Europa septentrional","","","Sark","680","","","","","Developed"
"001","Mundo","150","Europa","154","Europa septentrional","","","Islas Feroe","234","FRO","","","","Developed"
"001","Mundo","150","Europa","154","Europa septentrional","","","Islas Svalbard y Jan Mayen","744","SJM","","","","Developed"
"001","Mundo","150","Europa","154","Europa septentrional","","","Letonia","428","LVA","","","","Developed"
"001","Mundo","150","Europa","154","Europa septentrional","","","Lituania","440","LTU","","","","Developed"
"001","Mundo","150","Europa","154","Europa septentrional","","","Noruega","578","NOR","","","","Developed"
"001","Mundo","150","Europa","154","Europa septentrional","","","Reino Unido de Gran Bretaña e Irlanda del Norte","826","GBR","","","","Developed"
"001","Mundo","150","Europa","154","Europa septentrional","","","Suecia","752","SWE","","","","Developed"
"001","Mundo","009","Oceanía","053","Australia y Nueva Zelandia","","","Australia","036","AUS","","","","Developed"
"001","Mundo","009","Oceanía","053","Australia y Nueva Zelandia","","","Isla de Navidad","162","CXR","","","","Developed"
"001","Mundo","009","Oceanía","053","Australia y Nueva Zelandia","","","Islas Cocos (Keeling)","166","CCK","","","","Developed"
"001","Mundo","009","Oceanía","053","Australia y Nueva Zelandia","","","Islas Heard y McDonald","334","HMD","","","","Developed"
"001","Mundo","009","Oceanía","053","Australia y Nueva Zelandia","","","Islas Norfolk","574","NFK","","","","Developed"
"001","Mundo","009","Oceanía","053","Australia y Nueva Zelandia","","","Nueva Zelandia","554","NZL","","","","Developed"
"001","Mundo","009","Oceanía","054","Melanesia","","","Fiji","242","FJI","","","x","Developing"
"001","Mundo","009","Oceanía","054","Melanesia","","","Islas Salomón","090","SLB","x","","x","Developing"
"001","Mundo","009","Oceanía","054","Melanesia","","","Nueva Caledonia","540","NCL","","","x","Developing"
"001","Mundo","009","Oceanía","054","Melanesia","","","Papua Nueva Guinea","598","PNG","","","x","Developing"
"001","Mundo","009","Oceanía","054","Melanesia","","","Vanuatu","548","VUT","x","","x","Developing"
"001","Mundo","009","Oceanía","057","Micronesia","","","Guam","316","GUM","","","x","Developing"
"001","Mundo","009","Oceanía","057","Micronesia","","","Islas Marianas Septentrionales","580","MNP","","","x","Developing"
"001","Mundo","009","Oceanía","057","Micronesia","","","Islas Marshall","584","MHL","","","x","Developing"
"001","Mundo","009","Oceanía","057","Micronesia","","","Islas menores alejadas de Estados Unidos","581","UMI","","","","Developing"
"001","Mundo","009","Oceanía","057","Micronesia","","","Kiribati","296","KIR","x","","x","Developing"
"001","Mundo","009","Oceanía","057","Micronesia","","","Micronesia (Estados Federados de)","583","FSM","","","x","Developing"
"001","Mundo","009","Oceanía","057","Micronesia","","","Nauru","520","NRU","","","x","Developing"
"001","Mundo","009","Oceanía","057","Micronesia","","","Palau","585","PLW","","","x","Developing"
"001","Mundo","009","Oceanía","061","Polinesia","","","Islas Cook","184","COK","","","x","Developing"
"001","Mundo","009","Oceanía","061","Polinesia","","","Islas Wallis y Futuna","876","WLF","","","","Developing"
"001","Mundo","009","Oceanía","061","Polinesia","","","Niue","570","NIU","","","x","Developing"
"001","Mundo","009","Oceanía","061","Polinesia","","","Pitcairn","612","PCN","","","","Developing"
"001","Mundo","009","Oceanía","061","Polinesia","","","Polinesia Francesa","258","PYF","","","x","Developing"
"001","Mundo","009","Oceanía","061","Polinesia","","","Samoa","882","WSM","","","x","Developing"
"001","Mundo","009","Oceanía","061","Polinesia","","","Samoa Americana","016","ASM","","","x","Developing"
"001","Mundo","009","Oceanía","061","Polinesia","","","Tokelau","772","TKL","","","","Developing"
"001","Mundo","009","Oceanía","061","Polinesia","","","Tonga","776","TON","","","x","Developing"
"001","Mundo","009","Oceanía","061","Polinesia","","","Tuvalu","798","TUV","x","","x","Developing"
